,features,labels
7023,Mira Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7024,Dadar railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7025,Cotton Green railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7026,Byculla railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7027,Diwa railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7028,Bhayandar railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7029,Chembur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7030,Reay Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7031,Currey Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7032,Borivali railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7033,Chinchpokli railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7034,Chembur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7035,Khar Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7036,Cotton Green railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7037,Jogeshwari railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7038,Naigaon railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7039,Reay Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7040,Chatrapati Shivaji Terminus railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7041,Mahim railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7042,Chinchpokli railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7043,Sion railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7044,Chinchpokli railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7045,Thakurli railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7046,Chunabhatti railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7047,Sandhurst Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7048,Chatrapati Shivaji Terminus railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7049,Santacruz railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7050,Chatrapati Shivaji Terminus railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7051,Nahur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7052,Chembur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7053,Churchgate railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7054,Chembur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7055,Chinchpokli railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7056,Chunabhatti railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7057,Churchgate railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7058,Chembur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7059,Charni Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7060,Kalwa railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7061,Chembur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7062,Juinagar railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7063,Matunga railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7064,Churchgate railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7065,Mahim railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7066,Chunabhatti railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7067,Jogeshwari railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7068,Santacruz railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7069,Churchgate railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7070,Chatrapati Shivaji Terminus railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7071,Thakurli railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7072,Charni Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7073,Kalyan railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7074,Chunabhatti railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7075,Dockyard Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7076,Chunabhatti railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7077,Mumbra railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7078,Lower Parel railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7079,Chatrapati Shivaji Terminus railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7080,Mankhurd railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7081,Chatrapati Shivaji Terminus railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7082,Juinagar railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7083,Chembur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7084,Lower Parel railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7085,Charni Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7086,Mumbra railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7087,Chembur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7088,Chinchpokli railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7089,Mahalaxmi railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7090,Chembur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7091,Mumbra railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7092,Santacruz railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7093,Chunabhatti railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7094,Bhandup railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7095,Charni Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7096,Naigaon railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7097,Chinchpokli railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7098,Mankhurd railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7099,Charni Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7100,Parel railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7101,Chatrapati Shivaji Terminus railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7102,Chinchpokli railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7103,Jogeshwari railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7104,Parel railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7105,Currey Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7106,Juinagar railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7107,Chembur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7108,Thakurli railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7109,Chunabhatti railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7110,Mahim railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7111,Chembur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7112,Malad railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7113,Chatrapati Shivaji Terminus railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7114,Mansarovar railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7115,Chinchpokli railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7116,Borivali railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7117,Chatrapati Shivaji Terminus railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7118,Kanjurmarg railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7119,Chatrapati Shivaji Terminus railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7120,Juinagar railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7121,Chatrapati Shivaji Terminus railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7122,Mankhurd railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7123,Dadar railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7124,Sandhurst Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7125,Chatrapati Shivaji Terminus railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7126,Seawoods-Darave railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7127,Chinchpokli railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7128,Mankhurd railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7129,Borivali railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7130,Thane railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7131,Mumbra railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7132,Cotton Green railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7133,Sion railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7134,Dadar railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7135,Mumbra railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7136,Chembur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7137,Mumbra railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7138,Chembur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7139,Mumbai Central railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7140,Chembur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
7141,Sanpada railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ,"140    Maintenance of Railways
Name: title, dtype: object"
